Model Year,Make,Model,Vehicle Class,Engine Size,Cylinders,Transmission,Fuel Type,Fuel Consumption City,Fuel Consumption Hwy,Fuel Consumption Comb,Fuel Consumption Comb (mpg),CO2 Emissions
2017,BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,Diesel,7.9,5.9,7.0,40.0,189
2017,BMW,X3 xDRIVE28d,SUV - SMALL,2.0,4.0,AS8,Diesel,8.7,7.1,8.0,35.0,211
2017,BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6.0,AS8,Diesel,10.3,8.0,9.3,30.0,249
2017,CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,10.8,7.9,9.5,30.0,255
2017,CHEVROLET,COLORADO 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,12.1,8.4,10.4,27.0,280
2017,CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,12.5,10.7,11.7,24.0,315
2017,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4.0,A9,Diesel,7.6,5.0,6.4,44.0,172
2017,CHEVROLET,CRUZE DIESEL,COMPACT,1.6,4.0,M6,Diesel,7.7,4.5,6.3,45.0,169
2017,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,10.8,7.9,9.5,30.0,255
2017,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4.0,A6,Diesel,12.1,8.4,10.4,27.0,280
2017,JAGUAR,XE 20d AWD,COMPACT,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2017,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2017,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,11.8,8.6,10.4,27.0,278
2017,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6.0,A8,Diesel,12.3,8.8,10.8,26.0,289
2018,BMW,328d xDrive,COMPACT,2.0,4.0,AS8,Diesel,7.8,5.9,7.0,40.0,184
2018,BMW,328d xDrive Touring,STATION WAGON: SMALL,2.0,4.0,AS8,Diesel,7.8,5.9,7.0,40.0,184
2018,BMW,X5 xDrive35d,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.3,8.0,9.3,30.0,246
2018,CHEVROLET,Colorado,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,10.8,8.0,9.6,29.0,257
2018,CHEVROLET,Colorado 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.1,8.3,10.4,27.0,279
2018,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.5,10.7,11.7,24.0,315
2018,CHEVROLET,Cruze Diesel,COMPACT,1.6,4.0,A9,Diesel,7.7,5.0,6.5,43.0,175
2018,CHEVROLET,Cruze Diesel,COMPACT,1.6,4.0,M6,Diesel,7.8,4.6,6.3,45.0,170
2018,CHEVROLET,Cruze Hatchback Diesel,MID-SIZE,1.6,4.0,A9,Diesel,7.8,5.2,6.6,43.0,178
2018,CHEVROLET,Cruze Hatchback Diesel,MID-SIZE,1.6,4.0,M6,Diesel,8.1,4.9,6.7,42.0,180
2018,CHEVROLET,Equinox,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.0,7.4,38.0,198
2018,CHEVROLET,Equinox AWD,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.1,7.4,38.0,198
2018,FORD,F-150,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,10.8,8.0,9.5,30.0,256
2018,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,10.8,8.4,9.7,29.0,260
2018,FORD,F-150 4X4,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.8,9.3,10.7,26.0,288
2018,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.8,9.3,10.7,26.0,288
2018,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.2,8.4,9.9,29.0,266
2018,GMC,Canyon,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,10.8,8.0,9.6,29.0,257
2018,GMC,Canyon 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.1,8.3,10.4,27.0,279
2018,GMC,Terrain,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.0,7.4,38.0,198
2018,GMC,Terrain AWD,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.1,7.4,38.0,198
2018,JAGUAR,F-PACE 20d,SUV: SMALL,2.0,4.0,AS8,Diesel,8.9,7.2,8.1,35.0,218
2018,JAGUAR,XE 20d AWD,COMPACT,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2018,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2018,JEEP,Grand Cherokee 4X4,SUV: STANDARD,3.0,6.0,A8,Diesel,11.2,8.5,10.0,28.0,268
2018,LAND ROVER,Range Rover Velar,SUV: SMALL,2.0,4.0,AS8,Diesel,9.2,7.8,8.5,33.0,229
2018,RAM,1500 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.8,8.6,10.4,27.0,278
2018,RAM,1500 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,12.3,8.8,10.8,26.0,289
2019,CHEVROLET,Colorado,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,270
2019,CHEVROLET,Colorado 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.2,8.4,10.5,27.0,283
2019,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,13.3,10.6,12.1,23.0,326
2019,CHEVROLET,Cruze Diesel,COMPACT,1.6,4.0,A9,Diesel,7.6,4.9,6.4,44.0,172
2019,CHEVROLET,Cruze Hatchback Diesel,MID-SIZE,1.6,4.0,A9,Diesel,7.8,5.2,6.6,43.0,178
2019,CHEVROLET,Equinox,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.0,7.4,38.0,199
2019,CHEVROLET,Equinox AWD,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.1,7.4,38.0,199
2019,FORD,F-150,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,10.8,8.0,9.5,30.0,256
2019,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,10.8,8.4,9.7,29.0,260
2019,FORD,F-150 4X4,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.8,9.3,10.7,26.0,287
2019,FORD,F-150 4X4 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.8,9.3,10.7,26.0,287
2019,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.2,8.3,9.9,29.0,266
2019,GMC,Canyon,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,270
2019,GMC,Canyon 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.2,8.4,10.5,27.0,283
2019,GMC,Terrain,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.0,7.4,38.0,199
2019,GMC,Terrain AWD,SUV: SMALL,1.6,4.0,A6,Diesel,8.5,6.1,7.4,38.0,199
2019,JAGUAR,F-PACE 20d,SUV: SMALL,2.0,4.0,AS8,Diesel,8.9,7.2,8.1,35.0,218
2019,JAGUAR,XE 20d AWD,COMPACT,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2019,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4.0,AS8,Diesel,7.8,5.8,6.9,41.0,186
2019,JEEP,Grand Cherokee 4X4 EcoDiesel,SUV: STANDARD,3.0,6.0,A8,Diesel,11.2,8.5,10.0,28.0,268
2019,LAND ROVER,Discovery Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,11.3,9.2,10.4,27.0,279
2019,LAND ROVER,Range Rover Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.7,8.3,9.6,29.0,256
2019,LAND ROVER,Range Rover Sport Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.7,8.3,9.6,29.0,256
2019,LAND ROVER,Range Rover Velar D180,SUV: SMALL,2.0,4.0,AS8,Diesel,9.2,7.8,8.5,33.0,229
2019,MAZDA,CX-5 Diesel 4WD,SUV: SMALL,2.2,4.0,AS6,Diesel,8.9,7.9,8.4,34.0,227
2019,RAM,1500 Classic EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.8,8.6,10.4,27.0,278
2019,RAM,1500 Classic 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,12.3,8.8,10.8,26.0,289
2020,CHEVROLET,Colorado,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,270
2020,CHEVROLET,Colorado 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.3,8.5,10.6,27.0,284
2020,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,13.3,10.6,12.1,23.0,326
2020,CHEVROLET,Silverado,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.2,7.2,8.9,32.0,238
2020,CHEVROLET,Silverado 4WD,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.4,8.0,9.4,30.0,252
2020,FORD,F-150,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.1,8.3,9.8,29.0,264
2020,FORD,F-150 (LT Tire Pkg),PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.1,8.3,9.8,29.0,264
2020,FORD,F-150 4X4,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.9,9.4,10.8,26.0,290
2020,FORD,F-150 4X4 XL/XLT,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.3,8.5,10.0,28.0,270
2020,GMC,Canyon,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,270
2020,GMC,Canyon 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.3,8.5,10.6,27.0,284
2020,GMC,Sierra,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.2,7.8,9.1,31.0,245
2020,GMC,Sierra 4WD,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.5,9.1,9.9,29.0,265
2020,GMC,Sierra 4WD AT4,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.5,9.1,9.9,29.0,265
2020,JEEP,Wrangler Unlimited 4X4 EcoDiesel,SUV: SMALL,3.0,6.0,A8,Diesel,10.6,8.1,9.5,30.0,255
2020,LAND ROVER,Discovery Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,11.3,9.2,10.4,27.0,279
2020,LAND ROVER,Range Rover Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.7,8.3,9.6,29.0,256
2020,LAND ROVER,Range Rover Sport Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.7,8.3,9.6,29.0,256
2020,RAM,1500 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,10.5,7.3,9.0,31.0,243
2020,RAM,1500 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.1,8.0,9.7,29.0,260
2021,CADILLAC,Escalade 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,12.0,8.9,10.6,27.0,277
2021,CHEVROLET,Colorado,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,294
2021,CHEVROLET,Colorado 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.2,8.4,10.5,27.0,294
2021,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,13.3,10.6,12.1,23.0,326
2021,CHEVROLET,Silverado,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.2,7.2,8.8,32.0,238
2021,CHEVROLET,Silverado 4WD,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.6,9.2,10.0,28.0,268
2021,CHEVROLET,Suburban,SUV: STANDARD,3.0,6.0,A10,Diesel,11.3,8.6,10.1,28.0,272
2021,CHEVROLET,Suburban 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,12.0,8.9,10.6,27.0,277
2021,CHEVROLET,Tahoe,SUV: STANDARD,3.0,6.0,A10,Diesel,11.0,8.4,9.8,29.0,263
2021,CHEVROLET,Tahoe 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,12.0,8.9,10.6,27.0,277
2021,FORD,F-150 4X4,PICKUP TRUCK: STANDARD,3.0,6.0,AS10,Diesel,11.9,9.1,10.7,26.0,287
2021,GMC,Canyon,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,294
2021,GMC,Canyon 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.2,8.4,10.5,27.0,294
2021,GMC,Sierra,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.2,7.8,9.1,31.0,245
2021,GMC,Sierra 4WD,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.6,9.2,10.0,28.0,268
2021,GMC,Sierra 4WD AT4,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.6,9.2,10.0,28.0,268
2021,GMC,Yukon,SUV: STANDARD,3.0,6.0,A10,Diesel,11.3,8.6,10.1,28.0,272
2021,GMC,Yukon 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,12.0,8.9,10.6,27.0,277
2021,GMC,Yukon XL,SUV: STANDARD,3.0,6.0,A10,Diesel,11.3,8.6,10.1,28.0,272
2021,GMC,Yukon XL 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,12.0,8.9,10.6,27.0,277
2021,JEEP,Gladiator 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,10.8,8.5,9.8,29.0,263
2021,JEEP,Gladiator 4X4 Rubicon EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.0,8.7,10.0,28.0,271
2021,JEEP,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: SMALL,3.0,6.0,A8,Diesel,10.6,8.1,9.5,30.0,255
2021,JEEP,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: SMALL,3.0,6.0,A8,Diesel,11.2,9.0,10.2,28.0,275
2021,LAND ROVER,Range Rover Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.6,8.2,9.5,30.0,256
2021,LAND ROVER,Range Rover Sport Td6 Diesel,SUV: STANDARD,3.0,6.0,AS8,Diesel,10.6,8.2,9.5,30.0,256
2021,RAM,1500 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,10.5,7.3,9.0,31.0,243
2021,RAM,1500 HFE EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,10.4,7.1,8.9,32.0,238
2021,RAM,1500 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.1,8.0,9.7,29.0,260
2022,CADILLAC,Escalade 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2022,CHEVROLET,Colorado,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,270
2022,CHEVROLET,Colorado 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.2,8.4,10.5,27.0,283
2022,CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,13.3,10.6,12.1,23.0,326
2022,CHEVROLET,Silverado,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.2,7.5,8.9,32.0,240
2022,CHEVROLET,Silverado 4WD,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.9,9.1,10.1,28.0,272
2022,CHEVROLET,Silverado 4WD (With Sport Mode),PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.5,9.1,9.9,29.0,265
2022,CHEVROLET,Silverado 4WD Mud Terrain Tire,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,11.8,10.3,11.2,25.0,298
2022,CHEVROLET,Suburban,SUV: STANDARD,3.0,6.0,A10,Diesel,11.2,8.7,10.1,28.0,272
2022,CHEVROLET,Suburban 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2022,CHEVROLET,Tahoe,SUV: STANDARD,3.0,6.0,A10,Diesel,11.0,8.4,9.8,29.0,263
2022,CHEVROLET,Tahoe 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2022,GMC,Canyon,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,11.8,7.9,10.1,28.0,270
2022,GMC,Canyon 4WD,PICKUP TRUCK: SMALL,2.8,4.0,A6,Diesel,12.2,8.4,10.5,27.0,283
2022,GMC,Sierra,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.2,7.8,9.1,31.0,245
2022,GMC,Sierra 4WD,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.5,9.1,9.9,29.0,265
2022,GMC,Sierra 4WD Mud Terrain Tire,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,11.8,10.3,11.2,25.0,298
2022,GMC,Yukon,SUV: STANDARD,3.0,6.0,A10,Diesel,11.2,8.7,10.1,28.0,272
2022,GMC,Yukon 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2022,GMC,Yukon XL,SUV: STANDARD,3.0,6.0,A10,Diesel,11.2,8.7,10.1,28.0,272
2022,GMC,Yukon XL 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2022,JEEP,Gladiator 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,10.8,8.5,9.8,29.0,263
2022,JEEP,Gladiator 4X4 Rubicon EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.0,8.7,10.0,28.0,271
2022,JEEP,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: SMALL,3.0,6.0,A8,Diesel,10.6,8.1,9.5,30.0,255
2022,JEEP,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: SMALL,3.0,6.0,A8,Diesel,11.2,9.0,10.2,28.0,275
2022,RAM,1500 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,10.5,7.3,9.0,31.0,243
2022,RAM,1500 HFE EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,10.4,7.1,8.9,32.0,238
2022,RAM,1500 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.1,8.0,9.7,29.0,260
2023,CADILLAC,Escalade 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2023,CHEVROLET,Silverado,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.0,8.1,9.2,31.0,247
2023,CHEVROLET,Silverado 4WD,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.7,8.7,9.8,29.0,264
2023,CHEVROLET,Silverado 4WD Mud Terrain Tire,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,11.1,10.2,10.7,26.0,288
2023,CHEVROLET,Suburban,SUV: STANDARD,3.0,6.0,A10,Diesel,11.2,8.7,10.1,28.0,272
2023,CHEVROLET,Suburban 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2023,CHEVROLET,Tahoe,SUV: STANDARD,3.0,6.0,A10,Diesel,11.0,8.5,9.9,29.0,265
2023,CHEVROLET,Tahoe 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2023,GMC,Sierra,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.0,8.1,9.2,31.0,247
2023,GMC,Sierra 4WD,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,10.7,8.7,9.8,29.0,264
2023,GMC,Sierra 4WD Mud Terrain Tire,PICKUP TRUCK: STANDARD,3.0,6.0,A10,Diesel,11.1,10.2,10.7,26.0,288
2023,GMC,Yukon,SUV: STANDARD,3.0,6.0,A10,Diesel,11.2,8.7,10.1,28.0,272
2023,GMC,Yukon 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2023,GMC,Yukon XL,SUV: STANDARD,3.0,6.0,A10,Diesel,11.2,8.7,10.1,28.0,272
2023,GMC,Yukon XL 4WD,SUV: STANDARD,3.0,6.0,A10,Diesel,11.7,9.0,10.5,27.0,281
2023,JEEP,Gladiator 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,10.8,8.5,9.8,29.0,263
2023,JEEP,Gladiator 4X4 Rubicon EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.0,8.7,10.0,28.0,271
2023,JEEP,Wrangler JL Unlimited 4X4 EcoDiesel,SUV: SMALL,3.0,6.0,A8,Diesel,10.6,8.1,9.5,30.0,255
2023,JEEP,Wrangler JL Unlimited 4X4 Rubicon EcoDiesel,SUV: SMALL,3.0,6.0,A8,Diesel,11.2,9.0,10.2,28.0,275
2023,RAM,1500 4X4 EcoDiesel,PICKUP TRUCK: STANDARD,3.0,6.0,A8,Diesel,11.1,8.0,9.7,29.0,260
